N NoiseSigma MeanNoiseMag MeanPLineDist Std MeanRepErr Std reconstructionError Std
35 0.15 0.126355531035 0.250775997868 0.263125675169 9.18753057401 6.52102169297 0.153038167026 0.091492091493
35 0.15 0.128874188852 0.20570785602 0.277285443809 1.87025712277 1.36488758932 0.046792316082 0.0290714794666
35 0.15 0.117157878475 0.273140669219 0.294148481698 2.21004471027 2.25466595745 0.0731263115082 0.0495744718667
35 0.15 0.120011078851 0.146454931599 0.127953163 3.1734767837 2.2205136515 0.0753203961771 0.0330989129254
35 0.15 0.121018782151 0.261710110962 0.38852430688 15.1544118041 9.77024340988 0.268539401684 0.112982776269
35 0.15 0.12579690462 0.243513861612 0.201082395347 7.18220716392 4.55767331998 0.126519313045 0.0447778722346
35 0.15 0.117610785948 0.248111689686 0.191159823026 0.483536855525 0.41693511214 0.0252903603868 0.0186029568489
35 0.15 0.130082969298 0.166927957411 0.140268121318 11.3130313747 7.70478144267 0.182403064953 0.0793252444084
35 0.15 0.112232204705 0.182337140918 0.132233232488 9.66733143435 6.35999764326 0.150240543015 0.05348419402
35 0.15 0.117466550503 0.240084466203 0.366399431091 2.20346550222 1.4387403315 0.0638440257533 0.0339503878486
35 0.15 0.128329138754 0.194304629922 0.236127058835 8.53184045732 5.85205155168 0.141198369614 0.0665658165138
35 0.15 0.115634057136 0.237141594928 0.289842502669 0.89703804449 0.743379632925 0.0465618679598 0.0317475259993
35 0.15 0.142231917738 0.196451020344 0.192912406986 5.20947161987 3.2607782979 0.0945052962335 0.0517549179225
35 0.15 0.116115983273 0.229817647457 0.222511721623 16.335065981 10.5410334363 0.319023417054 0.125710977724
35 0.15 0.121762616732 0.244433239494 0.253555597527 5.15776995327 3.23176457013 0.084091489648 0.0418389685027
35 0.15 0.120346241731 0.209477964355 0.214806033505 11.2258287533 7.69580033493 0.181971057233 0.0830971173111
35 0.15 0.121997996423 0.400201154906 0.735061704733 4.4132218999 3.99814763235 0.109070725745 0.0834602791909
35 0.15 0.124429447454 0.181916714714 0.128750476433 10.1016862343 6.55263021799 0.18489204728 0.0726884542031
35 0.15 0.124310703463 0.229778132311 0.282425629408 9.94763120424 6.14941303125 0.169895297815 0.0734674912951
35 0.15 0.130984601813 0.355000768187 0.563904321694 2.72865658609 2.9590968986 0.103230040516 0.0833498029715
35 0.15 0.136540350115 0.539734190873 1.07615081779 3.62988521142 3.51542639784 6.25674411591 2.57586379497
35 0.15 0.130479626195 0.363701309223 0.628264988091 6.49726937525 5.55147797062 0.146346037766 0.111994009058
35 0.15 0.118516169334 0.221180444768 0.288117077062 5.80229813231 3.7959691673 0.0967156069791 0.0431906650481
35 0.15 0.121604412567 0.360023003845 0.550577463681 2.2575116896 1.95832119414 0.0890510805288 0.0480878522596
35 0.15 0.103209856713 0.139598339374 0.0938827463757 1.0486812544 0.665022530496 0.0164851445008 0.00639881920409
35 0.15 0.112053521221 0.270896728725 0.422837251733 3.34412595739 3.03137027147 0.0886122405801 0.0673338798119
35 0.15 0.123534143464 0.420544560952 0.851781145024 6.26948019606 4.23853700513 0.153372733362 0.0915463236541
35 0.15 0.114561695074 0.21730048401 0.295549820611 8.36767529245 5.30534540409 0.131706173992 0.0664708525045
35 0.15 0.122279883801 0.198870902861 0.153246596409 1.60630174304 1.16707317031 0.0322918401172 0.0197301877504
35 0.15 0.111605545654 0.248706812063 0.332706036356 5.47446091134 3.58787075299 0.0907317572853 0.0591289627113
35 0.15 0.107221213427 0.163881404646 0.177720865015 3.893387768 2.56091169339 0.0546141127619 0.0387608469678
35 0.15 0.109669577059 0.123988647356 0.103933379511 6.66979030442 4.28782375216 0.0966448349103 0.0348898459724
35 0.15 0.120177424744 0.182311835498 0.224182699889 8.00436253098 4.89181185336 0.116714010401 0.0528690838545
35 0.15 0.115767550868 0.250171054598 0.315679932614 1.16204152943 1.16219921625 0.0676922664376 0.0377399152558
