N NoiseSigma MeanNoiseMag MeanPLineDist Std MeanRepErr Std reconstructionError Std
35 0.05 0.0376660183204 0.0409651601354 0.0260462938061 2.12214590425 1.4186734455 0.0351275325708 0.0152150812129
35 0.05 0.0384824580399 0.126263569977 0.224563043134 0.699470315487 0.601753611608 0.0374375190623 0.0262042053461
35 0.05 0.0459288142127 0.112109379559 0.170820868455 0.83872257144 0.854392436213 0.0341907849065 0.0224980914162
35 0.05 0.0384484370915 0.0607032145161 0.0469121592243 0.64790770399 0.39126688975 0.00828557095759 0.00304490339357
35 0.05 0.0363066901671 0.0889722311054 0.12776483684 2.71208539913 1.71296942621 0.0437272296839 0.0257566569904
35 0.05 0.0358234409972 0.0545201045089 0.0508037117276 2.78115505736 1.88017409812 0.0535426153893 0.0225472472576
35 0.05 0.0417019770204 0.0754596363565 0.0735960258058 1.06164314729 0.850516936967 0.022338192707 0.0174042493265
35 0.05 0.0367730145335 0.0806932142398 0.108936155735 1.37943771988 0.892317664471 0.0234585525417 0.015275318398
35 0.05 0.0362222525248 0.0848356095912 0.11369152765 2.71738344649 1.91370023976 0.0493428786555 0.0276031855076
35 0.05 0.0402336248806 0.0669325577494 0.0848920036875 3.17638026492 2.17631341468 0.059205753398 0.0296841603196
35 0.05 0.0372793232019 0.0765548157849 0.111934967074 0.307808965571 0.204707762049 0.00664457532854 0.00609478392748
35 0.05 0.0406302409199 0.0514360848555 0.0482230388955 0.513214498878 0.414303000132 0.0152849546257 0.0090201158287
35 0.05 0.0412441068214 0.0800179029972 0.104371709318 3.57515895192 2.48962651317 0.0652426285069 0.0329894188058
35 0.05 0.0411826307792 0.129292844929 0.241929121929 1.11348462913 1.06941595067 0.0312184759061 0.0231082805992
35 0.05 0.0359810018373 0.062220876564 0.0638704262904 0.330606117012 0.295243682381 0.0108562227937 0.00636160685911
35 0.05 0.0394394678065 0.124733667096 0.24011149846 2.01719908817 1.36632291716 0.0373114465506 0.0266389226409
35 0.05 0.0405468076212 0.0660644613928 0.0837557707551 2.25457697915 1.59168368338 0.0412116483946 0.0226595849781
35 0.05 0.0376873619657 0.0561197701382 0.0480990317389 0.257550876105 0.225047777028 0.00568348263884 0.00723760925407
35 0.05 0.0334668023403 0.0834532825239 0.11035014533 3.00956660871 2.148843082 0.058053016365 0.0346743590555
35 0.05 0.040339379658 0.0780640213637 0.0802839124075 1.24744602121 0.946015882833 0.0228328365163 0.0167616758785
35 0.05 0.0376519624198 0.0495556000407 0.032545610863 1.22719975367 0.770641936099 0.0173087719392 0.00606681383384
35 0.05 0.0361846098691 0.0794409654419 0.0969429907905 1.90382480364 1.38128478662 0.0349821233277 0.0226005196928
35 0.05 0.0422283852349 0.0646263565069 0.0459115270285 2.20811217045 1.38171836785 0.0343733234949 0.0121628376397
35 0.05 0.0430331503998 0.0465957174323 0.0378803214509 5.08209367594 3.25523561382 0.0803959690104 0.02973009753
35 0.05 0.0437311009054 0.0514349993193 0.0435643114128 3.75777661632 2.42663712615 0.0615659337424 0.0213408295183
35 0.05 0.0428211793081 0.130619234935 0.228687904173 5.08621133427 3.700069605 0.0935539796704 0.0584728179672
35 0.05 0.0402216291934 0.0688857000636 0.0726112888175 2.77598600861 1.91330409446 0.0476820179464 0.0246583755311
35 0.05 0.0372502424035 0.0908840593249 0.137275250342 3.74542087709 2.37186802207 0.0627098664579 0.0315848601002
35 0.05 0.0415400373303 0.0615094110649 0.0556581770182 5.9523670535 3.89034410412 0.0986131026847 0.0352601117072
35 0.05 0.0433604683191 0.0645583347135 0.0552770573461 1.25531910988 0.80369656397 0.0219009715119 0.00723111468552
35 0.05 0.0428144502593 0.118061143183 0.175230539205 0.775208778241 0.843019555688 0.031202173227 0.0238701504708
35 0.05 0.0379711471447 0.0917200126345 0.136903983467 0.974467737127 0.83786798551 0.0234239228315 0.0169129886057
35 0.05 0.037386862529 0.0551586848961 0.0393276271634 0.561787103818 0.386454241587 0.0150993573585 0.00621280389633
35 0.05 0.0419437499914 0.10274920695 0.164521188611 3.08475072458 1.88596969485 0.0563332451347 0.0278000127835
35 0.05 0.0364584617094 0.086832264153 0.13362992986 1.87435107445 1.51485912128 0.0407374973354 0.0291320263316
35 0.05 0.042521580447 0.0713018223923 0.072777041861 2.17910221896 1.44453369685 0.0386240841859 0.0153689397009
35 0.05 0.0406818637093 0.12619553438 0.225877078517 1.19972331292 0.868915200174 0.0378704424142 0.0207622857626
35 0.05 0.0438852495334 0.0632463666142 0.0663291853586 0.554513703752 0.386088219408 0.0181025098482 0.00965232429524
35 0.05 0.0423792821829 0.167091737314 0.325488567862 7.1874052129 5.15292917765 0.12129590034 0.075163790111
35 0.05 0.0407338680287 0.091947555156 0.125578640477 3.26061156295 2.25869334851 0.0628062961842 0.0315083275924
35 0.05 0.0437522772676 0.0619195422953 0.0506062729758 1.30821545543 0.83717879746 0.0206377424943 0.00735922308686
35 0.05 0.0388912464141 0.0505917683247 0.0405842348589 0.843694813707 0.527023580782 0.012502113585 0.00437819291625
35 0.05 0.0462767365091 0.0772858234596 0.0732367872682 4.20212058878 2.79725070798 0.0708751424531 0.0278052090764
35 0.05 0.0450681876327 0.142625881008 0.217769688572 0.887995000128 0.897797137514 0.038538272532 0.0215305017414
35 0.05 0.0395579694428 0.0388367658837 0.0351283417399 0.318031904292 0.239665810892 0.00649511944019 0.00373267541574
35 0.05 0.0374300938185 0.0700631584359 0.0721348409911 2.17658266202 1.43711044519 0.0358464419223 0.0167098941378
35 0.05 0.0417996517396 0.0859391775985 0.104700822933 1.09070114609 0.703816155509 0.0210573518611 0.0132697414068
35 0.05 0.039731007292 0.0768971714463 0.110615017857 1.01705681585 0.777176969883 0.0263453307735 0.0163225976131
35 0.05 0.0373263716127 0.0906255432003 0.118193858086 0.938559294613 0.872356628756 0.0255707068388 0.0197541069481
35 0.05 0.0363602515651 0.090461098593 0.12349935472 0.767184160934 0.777647181507 0.0234583521061 0.01984627541
35 0.05 0.0377042557595 0.0817941933337 0.104569322491 4.96855612228 3.30029365624 0.0880293188479 0.0389775493003
35 0.05 0.0395573831475 0.0686287356175 0.088483045567 3.38749666861 2.09420823584 0.0565561832549 0.0237124272703
35 0.05 0.0377606788688 0.0742445677786 0.124410279188 0.400773879846 0.350470246945 0.0208934466505 0.0131620400447
35 0.05 0.0409891182002 0.138219651468 0.260557052336 1.81142123138 1.29467951223 0.0465739390278 0.029308195395
35 0.05 0.0379160070266 0.0800508133397 0.0920614734107 0.617831197183 0.421611299888 0.00882491604004 0.00523061900406
35 0.05 0.0402727188098 0.0470449606472 0.0371961613251 1.68471954621 1.11494015902 0.0332388919271 0.012801973857
